"Country or Area","Year","Value"
"Belarus","2002","53844.1436374234"
"Belarus","2001","54002.9815106187"
"Belarus","2000","54905.9829341753"
"Belarus","1999","57965.5069650341"
"Belarus","1998","60073.44750311"
"Belarus","1997","61588.4148762243"
"Belarus","1996","61734.7837402238"
"Belarus","1995","60905.6422613354"
"Belarus","1994","67879.3995021816"
"Belarus","1993","80561.8153575714"
"Belarus","1992","93482.9742442516"
"Belarus","1991","104071.65587819"
"Belarus","1990","108345.055090033"
"Belgium","2021","95668.0807011794"
"Belgium","2020","91101.3872724279"
"Belgium","2019","99470.2597331821"
"Belgium","2018","99967.3236184139"
"Belgium","2017","99055.0398644849"
"Belgium","2016","99623.0259569407"
"Belgium","2015","101145.63283342"
"Belgium","2014","97029.247325181"
"Belgium","2013","102714.746945972"
"Belgium","2012","102404.51930685"
"Belgium","2011","105068.555094794"
"Belgium","2010","114604.106143657"
"Belgium","2009","107765.102958677"
"Belgium","2008","120170.036097504"
"Belgium","2007","120463.268569625"
"Belgium","2006","123872.981774179"
"Belgium","2005","125627.921624912"
"Belgium","2004","128770.821069402"
"Belgium","2003","128248.329801844"
"Belgium","2002","126863.01354222"
"Belgium","2001","126066.062366324"
"Belgium","2000","126721.543753436"
"Belgium","1999","124681.140235207"
"Belgium","1998","130223.497181059"
"Belgium","1997","123990.621369125"
"Belgium","1996","129478.737653342"
"Belgium","1995","125936.290917807"
"Belgium","1994","124796.749390273"
"Belgium","1993","121423.876031743"
"Belgium","1992","122488.487966622"
"Belgium","1991","123362.626314519"
"Belgium","1990","120292.799243639"
"Bulgaria","2021","42281.8838574128"
"Bulgaria","2020","36533.6133958517"
"Bulgaria","2019","42232.711130619"
"Bulgaria","2018","43479.638482018"
"Bulgaria","2017","47430.5911738004"
"Bulgaria","2016","45336.9455354508"
"Bulgaria","2015","48121.0154794207"
"Bulgaria","2014","45161.7896037157"
"Bulgaria","2013","42586.7302149638"
"Bulgaria","2012","48289.981585826"
"Bulgaria","2011","53124.7544449433"
"Bulgaria","2010","47808.4041272902"
"Bulgaria","2009","45759.6529059383"
"Bulgaria","2008","54022.4713639732"
"Bulgaria","2007","55683.7197361272"
"Bulgaria","2006","51836.6286464883"
"Bulgaria","2005","50598.1736277904"
"Bulgaria","2004","49525.7750796781"
"Bulgaria","2003","50473.6750855831"
"Bulgaria","2002","46099.3544566791"
"Bulgaria","2001","48921.8562128329"
"Bulgaria","2000","45413.4574210433"
"Bulgaria","1999","46318.4775021915"
"Bulgaria","1998","53115.1474505208"
"Bulgaria","1997","55809.0734723312"
"Bulgaria","1996","58460.0966099611"
"Bulgaria","1995","57908.9888891116"
"Bulgaria","1994","56367.0385893474"
"Bulgaria","1993","58364.0237968376"
"Bulgaria","1992","57306.4637842003"
"Bulgaria","1991","61456.3428917743"
"Bulgaria","1990","76637.9858255901"
"Canada","2021","537173.736992154"
"Canada","2020","522845.295608652"
"Canada","2019","578587.718185439"
"Canada","2018","577066.284667036"
"Canada","2017","566651.892344941"
"Canada","2016","557689.72717593"
"Canada","2015","570680.330900277"
"Canada","2014","566353.017286343"
"Canada","2013","569539.743327633"
"Canada","2012","565781.728260776"
"Canada","2011","565254.013031885"
"Canada","2010","556062.098525692"
"Canada","2009","544139.660609924"
"Canada","2008","576808.657122324"
"Canada","2007","593755.254368892"
"Canada","2006","568584.509078599"
"Canada","2005","574763.646107299"
"Canada","2004","579689.421648329"
"Canada","2003","581427.172353753"
"Canada","2002","564373.835876444"
"Canada","2001","559147.040280918"
"Canada","2000","567096.100612269"
"Canada","1999","544482.078794017"
"Canada","1998","530276.272725559"
"Canada","1997","522577.290354208"
"Canada","1996","508196.663546333"
"Canada","1995","491825.697390141"
"Canada","1994","479033.003001451"
"Canada","1993","464554.170736093"
"Canada","1992","464012.831694228"
"Canada","1991","450159.602215421"
"Canada","1990","458503.095221994"
"Croatia","2021","17410.6267159848"
"Croatia","2020","16870.5283712592"
"Croatia","2019","17857.445503055"
"Croatia","2018","17724.1517863315"
"Croatia","2017","18743.9950230909"
"Croatia","2016","18109.0143970186"
"Croatia","2015","17824.7043121714"
"Croatia","2014","17681.5663185347"
"Croatia","2013","18432.191008391"
"Croatia","2012","19081.2480668105"
"Croatia","2011","20650.1764244237"
"Croatia","2010","21018.1679257394"
"Croatia","2009","21805.3104942869"
"Croatia","2008","23594.3917062325"
"Croatia","2007","24859.7210099989"
"Croatia","2006","23546.7641742064"
"Croatia","2005","23340.0325373508"
"Croatia","2004","22884.8597526106"
"Croatia","2003","23213.1279582673"
"Croatia","2002","21887.2991236445"
"Croatia","2001","20782.2966370768"
"Croatia","2000","19660.0098865625"
"Croatia","1999","20022.3707866782"
"Croatia","1998","19011.1691261022"
"Croatia","1997","18556.5278978518"
"Croatia","1996","17343.6771098294"
"Croatia","1995","16815.7048395566"
"Croatia","1994","16049.8054258058"
"Croatia","1993","16806.4615444402"
"Croatia","1992","16369.2220425646"
"Croatia","1991","16985.2488597416"
"Croatia","1990","22974.684267243"
"Cyprus","2021","7029.35785855711"
"Cyprus","2020","6910.90840225632"
"Cyprus","2019","7342.33557177885"
"Cyprus","2018","7321.71997776382"
"Cyprus","2017","7503.81197016124"
"Cyprus","2016","7373.66968766224"
"Cyprus","2015","6971.57539673562"
"Cyprus","2014","6950.80015906902"
"Cyprus","2013","6582.60856022518"
"Cyprus","2012","7262.76983526846"
"Cyprus","2011","7787.6363174316"
"Cyprus","2010","8101.12336494048"
"Cyprus","2009","8470.1936663591"
"Cyprus","2008","8715.72869424808"
"Cyprus","2007","8503.49453723407"
"Cyprus","2006","8185.0085325109"
"Cyprus","2005","7957.32153787739"
"Cyprus","2004","7788.7302524173"
"Cyprus","2003","7559.64815554257"
"Cyprus","2002","7169.42593847481"
"Cyprus","2001","6978.50030024507"
"Cyprus","2000","7104.59702326204"
"Cyprus","1999","6858.74592240267"
"Cyprus","1998","6592.48800837115"
"Cyprus","1997","6298.29064414138"
"Cyprus","1996","6211.88783128855"
"Cyprus","1995","5861.93312399187"
"Cyprus","1994","5991.49267633179"
"Cyprus","1993","5749.29995864898"
"Cyprus","1992","5505.65586361504"
"Cyprus","1991","5133.20507168247"
"Cyprus","1990","4644.86054344449"
"Czechia","2021","96665.2253266532"
"Czechia","2020","91697.3634303087"
"Czechia","2019","101032.686316781"
"Czechia","2018","106358.385544829"
"Czechia","2017","107776.570566776"
"Czechia","2016","106680.870730177"
"Czechia","2015","105022.271628204"
"Czechia","2014","104256.198495021"
"Czechia","2013","106732.695641486"
"Czechia","2012","111298.443406065"
"Czechia","2011","115201.992170659"
"Czechia","2010","117490.709097739"
"Czechia","2009","114999.011500455"
"Czechia","2008","122951.000833981"
"Czechia","2007","128382.08761628"
"Czechia","2006","126555.141040827"
"Czechia","2005","125690.736604182"
"Czechia","2004","128291.627781624"
"Czechia","2003","127571.696721971"
"Czechia","2002","123969.963358599"
"Czechia","2001","127144.369367362"
"Czechia","2000","127235.987122808"
"Czechia","1999","116671.891350075"
"Czechia","1998","125608.818384632"
"Czechia","1997","130941.620504211"
"Czechia","1996","135018.671764886"
"Czechia","1995","131622.223358033"
"Czechia","1994","132668.035665436"
"Czechia","1993","140124.036575061"
"Czechia","1992","145705.799291904"
"Czechia","1991","148883.273374256"
"Czechia","1990","164250.436011005"
"Denmark","2021","31306.3495818155"
"Denmark","2020","29965.916682094"
"Denmark","2019","32595.7484664675"
"Denmark","2018","36200.5718494376"
"Denmark","2017","36158.8595353481"
"Denmark","2016","38231.8487604729"
"Denmark","2015","36426.2444451891"
"Denmark","2014","38913.8016806193"
"Denmark","2013","43115.7290043674"
"Denmark","2012","41258.3457768704"
"Denmark","2011","45693.7795454647"
"Denmark","2010","50717.5074552305"
"Denmark","2009","50217.1361157804"
"Denmark","2008","52675.6183975907"
"Denmark","2007","56170.9679765627"
"Denmark","2006","60943.9624392606"
"Denmark","2005","52974.0057819259"
"Denmark","2004","56536.4406772822"
"Denmark","2003","62090.0811932655"
"Denmark","2002","56924.5833175696"
"Denmark","2001","57356.1675893904"
"Denmark","2000","55641.4351909651"
"Denmark","1999","59878.0891513257"
"Denmark","1998","62436.4397287566"
"Denmark","1997","66612.8649856302"
"Denmark","1996","76058.193994269"
"Denmark","1995","62729.0072666296"
"Denmark","1994","65704.4892791831"
"Denmark","1993","61649.8253120355"
"Denmark","1992","59562.4826445282"
"Denmark","1991","65364.9481987375"
"Denmark","1990","54771.3956998079"
"Estonia","2021","10419.9178953988"
"Estonia","2020","9238.88140776404"
"Estonia","2019","12323.98295408"
"Estonia","2018","17884.8354823724"
"Estonia","2017","18738.3832008365"
"Estonia","2016","17489.1738265757"
"Estonia","2015","15823.9978316599"
"Estonia","2014","18828.277060776"
"Estonia","2013","19660.4203374146"
"Estonia","2012","17771.7825803327"
"Estonia","2011","18956.3554133068"
"Estonia","2010","18975.4477634206"
"Estonia","2009","14417.0505686661"
"Estonia","2008","17822.3801088557"
"Estonia","2007","19942.0799139005"
"Estonia","2006","16444.9151228602"
"Estonia","2005","17096.8092125639"
"Estonia","2004","17327.4572306405"
"Estonia","2003","17263.5826472358"
"Estonia","2002","15370.4024483968"
"Estonia","2001","15882.0951825074"
"Estonia","2000","15481.7246134727"
"Estonia","1999","15937.9877205623"
"Estonia","1998","16940.74606132"
"Estonia","1997","18682.8819238202"
"Estonia","1996","19043.0786758168"
"Estonia","1995","18061.3190788745"
"Estonia","1994","20045.0860811687"
"Estonia","1993","19438.7466744082"
"Estonia","1992","24421.0375340549"
"Estonia","1991","34147.1620631506"
"Estonia","1990","36919.6062079986"
"European Union","2021","2814421.65352554"
"European Union","2020","2638542.75686845"
"European Union","2019","2913818.31412009"
"European Union","2018","3055628.89632229"
"European Union","2017","3129175.01673801"
"European Union","2016","3107560.21381696"
"European Union","2015","3102075.75343376"
"European Union","2014","3050653.3091367"
"European Union","2013","3187657.88668937"
"European Union","2012","3267742.37653258"
"European Union","2011","3340208.76062067"
"European Union","2010","3440712.98719404"
"European Union","2009","3339658.63260976"
"European Union","2008","3633032.16394865"
"European Union","2007","3716683.39202695"
"European Union","2006","3752621.31315045"
"European Union","2005","3742850.94156103"
"European Union","2004","3761613.6797614"
"European Union","2003","3750173.79598925"
"European Union","2002","3665762.53459375"
"European Union","2001","3664990.1787875"
"European Union","2000","3607844.11457135"
"European Union","1999","3596459.80461362"
"European Union","1998","3651592.59513635"
"European Union","1997","3660964.05409552"
"European Union","1996","3727043.41163494"
"European Union","1995","3642022.64583551"
"European Union","1994","3595411.69797599"
"European Union","1993","3614210.87794697"
"European Union","1992","3682599.38614028"
"European Union","1991","3808218.1432339"
"European Union","1990","3873588.21362042"
"Finland","2021","37947.1785577641"
"Finland","2020","37735.155182888"
"Finland","2019","42453.7467591298"
"Finland","2018","45730.1013094859"
"Finland","2017","44653.97442443"
"Finland","2016","47247.9993008968"
"Finland","2015","44185.6712766093"
"Finland","2014","47619.2576866718"
"Finland","2013","51715.5845341063"
"Finland","2012","51146.3149183475"
"Finland","2011","56638.0534757235"
"Finland","2010","64081.0066496962"
"Finland","2009","55905.3319312222"
"Finland","2008","58621.3078059506"
"Finland","2007","66760.2434562335"
"Finland","2006","68370.6841829837"
"Finland","2005","57047.3125109689"
"Finland","2004","68939.1068574165"
"Finland","2003","72654.3202277637"
"Finland","2002","65040.9663269036"
"Finland","2001","62513.7328652532"
"Finland","2000","57009.919492233"
"Finland","1999","58866.894347879"
"Finland","1998","59351.4594744727"
"Finland","1997","62696.1679220393"
"Finland","1996","64033.0556500885"
"Finland","1995","58115.5152700716"
"Finland","1994","61732.6645060394"
"Finland","1993","56313.3648421308"
"Finland","1992","54265.0554531443"
"Finland","1991","55188.7528481182"
"Finland","1990","56914.327998446"
"France","2021","320908.304722352"
"France","2020","296194.913513901"
"France","2019","331725.372279835"
"France","2018","338250.813946658"
"France","2017","352727.321650415"
"France","2016","349938.184960694"
"France","2015","346625.558473672"
"France","2014","341998.780790828"
"France","2013","372705.769395231"
"France","2012","370610.915012908"
"France","2011","368238.754126051"
"France","2010","390493.651072731"
"France","2009","384313.688187148"
"France","2008","402262.8857589"
"France","2007","408901.496223998"
"France","2006","418577.048470179"
"France","2005","428222.044075897"
"France","2004","425179.003627194"
"France","2003","423470.891751765"
"France","2002","417201.997856197"
"France","2001","421348.585254351"
"France","2000","416290.477578322"
"France","1999","421812.88155472"
"France","1998","423036.80863324"
"France","1997","404134.04043635"
"France","1996","411161.669947263"
"France","1995","394610.71349932"
"France","1994","389176.335097612"
"France","1993","395700.956942667"
"France","1992","414465.477632533"
"France","1991","424117.582771393"
"France","1990","399166.166653305"
"Germany","2021","678798.872187656"
"Germany","2020","647252.332890317"
"Germany","2019","707491.364989861"
"Germany","2018","754811.138095725"
"Germany","2017","785985.850965468"
"Germany","2016","801744.547450223"
"Germany","2015","798084.702360403"
"Germany","2014","794738.545641846"
"Germany","2013","833804.3671132"
"Germany","2012","812815.529922735"
"Germany","2011","807613.931820731"
"Germany","2010","831129.584347446"
"Germany","2009","788285.819812203"
"Germany","2008","852857.862590857"
"Germany","2007","850229.804374469"
"Germany","2006","877497.664533622"
"Germany","2005","865470.707091765"
"Germany","2004","885632.527768442"
"Germany","2003","899858.375121708"
"Germany","2002","898834.508615622"
"Germany","2001","915242.151883378"
"Germany","2000","898938.03601459"
"Germany","1999","895402.127914451"
"Germany","1998","923466.992547199"
"Germany","1997","931486.945551753"
"Germany","1996","959653.347901464"
"Germany","1995","939897.145200735"
"Germany","1994","943184.836504026"
"Germany","1993","959367.197862509"
"Germany","1992","969474.183105337"
"Germany","1991","1016870.29143817"
"Germany","1990","1054740.6436309"
"Greece","2021","57556.3286034507"
"Greece","2020","55619.7699188279"
"Greece","2019","65759.4803494355"
"Greece","2018","71780.9019494892"
"Greece","2017","74843.4435127421"
"Greece","2016","71361.0012597957"
"Greece","2015","74927.6314407955"
"Greece","2014","78636.4546529925"
"Greece","2013","81713.2598699917"
"Greece","2012","91392.5891275176"
"Greece","2011","94505.232097114"
"Greece","2010","97354.1500341358"
"Greece","2009","104319.842936133"
"Greece","2008","111080.37419613"
"Greece","2007","114545.692006628"
"Greece","2006","112419.544706665"
"Greece","2005","113888.965296394"
"Greece","2004","109485.277281552"
"Greece","2003","109066.727929603"
"Greece","2002","105000.510380002"
"Greece","2001","105361.862231588"
"Greece","2000","102973.166536014"
"Greece","1999","97934.8147311808"
"Greece","1998","98621.792697393"
"Greece","1997","93801.5577653188"
"Greece","1996","89114.9547845619"
"Greece","1995","86963.2041964421"
"Greece","1994","86430.2584258489"
"Greece","1993","84284.9583294909"
"Greece","1992","84975.6537122107"
"Greece","1991","83407.4983800825"
"Greece","1990","83438.039765697"
"Hungary","2021","48563.8563289726"
"Hungary","2020","47335.4689645989"
"Hungary","2019","49310.4854968512"
"Hungary","2018","49534.4098963676"
"Hungary","2017","49580.3257451885"
"Hungary","2016","47178.5008655333"
"Hungary","2015","46717.4037438282"
"Hungary","2014","43791.7766905256"
"Hungary","2013","43669.6207389941"
"Hungary","2012","46818.7204085027"
"Hungary","2011","50253.1234637353"
"Hungary","2010","52087.459905797"
"Hungary","2009","51542.2466689845"
"Hungary","2008","57326.3057341899"
"Hungary","2007","58631.3487815677"
"Hungary","2006","59709.7864443032"
"Hungary","2005","60400.7267269958"
"Hungary","2004","60251.7250297118"
"Hungary","2003","61860.7487948806"
"Hungary","2002","59086.0395042691"
"Hungary","2001","60108.9847015425"
"Hungary","2000","58505.9870284458"
"Hungary","1999","61806.189263095"
"Hungary","1998","61312.880743353"
"Hungary","1997","61711.7158853574"
"Hungary","1996","63158.1123281622"
"Hungary","1995","61601.1105061529"
"Hungary","1994","61888.9938012172"
"Hungary","1993","63558.4094800917"
"Hungary","1992","62348.0176035016"
"Hungary","1991","69701.9381994529"
"Hungary","1990","73376.8253529764"
"Iceland","2021","3510.05069048688"
"Iceland","2020","3339.560581747"
"Iceland","2019","3558.74072713258"
"Iceland","2018","3668.95852163044"
"Iceland","2017","3612.18889913732"
"Iceland","2016","3495.52018156646"
"Iceland","2015","3543.71325448561"
"Iceland","2014","3446.71672568902"
"Iceland","2013","3490.09979142662"
"Iceland","2012","3501.2996210945"
"Iceland","2011","3504.6976259864"
"Iceland","2010","3627.41852729365"
"Iceland","2009","3731.08002833709"
"Iceland","2008","3812.81631714887"
"Iceland","2007","3495.13434635032"
"Iceland","2006","3155.84507642697"
"Iceland","2005","2978.47607830068"
"Iceland","2004","3109.79262015713"
"Iceland","2003","2985.95708795484"
"Iceland","2002","2992.46566578105"
"Iceland","2001","2865.42654907452"
"Iceland","2000","2933.18952486257"
"Iceland","1999","2841.36625000613"
"Iceland","1998","2638.67800460933"
"Iceland","1997","2619.43451917109"
"Iceland","1996","2523.72372943634"
"Iceland","1995","2469.33700345724"
"Iceland","1994","2349.66443026176"
"Iceland","1993","2400.94000805432"
"Iceland","1992","2250.16618761429"
"Iceland","1991","2103.61396483679"
"Iceland","1990","2222.78736751314"
"Ireland","2021","37547.2849970332"
"Ireland","2020","35123.7751415184"
"Ireland","2019","37325.752057404"
"Ireland","2018","39012.5575563339"
"Ireland","2017","39078.276554119"
"Ireland","2016","40369.6774540593"
"Ireland","2015","38718.5463658255"
"Ireland","2014","36853.2113135941"
"Ireland","2013","37281.8676451007"
"Ireland","2012","38227.2013942766"
"Ireland","2011","38056.3669505705"
"Ireland","2010","41793.2242955238"
"Ireland","2009","42179.0934497229"
"Ireland","2008","47362.8260312447"
"Ireland","2007","47664.0881407767"
"Ireland","2006","47604.4461397548"
"Ireland","2005","48156.201621632"
"Ireland","2004","46166.7845679182"
"Ireland","2003","45684.1086560293"
"Ireland","2002","46081.5859658651"
"Ireland","2001","47607.6198511006"
"Ireland","2000","45249.1102190884"
"Ireland","1999","42440.1828500454"
"Ireland","1998","40708.971449999"
"Ireland","1997","38804.985267028"
"Ireland","1996","37469.2701540163"
"Ireland","1995","35852.9867109519"
"Ireland","1994","34838.4467356311"
"Ireland","1993","33716.3644975894"
"Ireland","1992","33495.3151366727"
"Ireland","1991","33674.30740013"
"Ireland","1990","32944.4202164772"
"Italy","2021","337229.883985225"
"Italy","2020","303281.27169295"
"Italy","2019","340402.522237771"
"Italy","2018","349826.897871833"
"Italy","2017","353418.593791965"
"Italy","2016","358814.015766045"
"Italy","2015","361935.924442637"
"Italy","2014","350126.681603186"
"Italy","2013","370253.537308923"
"Italy","2012","404260.612758555"
"Italy","2011","424739.246178946"
"Italy","2010","436534.301035471"
"Italy","2009","424952.655649956"
"Italy","2008","479077.162050749"
"Italy","2007","490653.34139326"
"Italy","2006","496934.395243516"
"Italy","2005","502346.597756263"
"Italy","2004","501631.595029306"
"Italy","2003","496005.837396029"
"Italy","2002","478001.996915942"
"Italy","2001","470577.433110742"
"Italy","2000","470524.118775355"
"Italy","1999","466393.428601034"
"Italy","1998","461646.72136902"
"Italy","1997","449430.94131695"
"Italy","1996","443656.709554322"
"Italy","1995","449430.215594019"
"Italy","1994","425428.212581864"
"Italy","1993","431176.399717687"
"Italy","1992","438770.955134979"
"Italy","1991","438385.65376731"
"Italy","1990","438904.296327849"
"Japan","2021","1062129.23506539"
"Japan","2020","1039795.89696067"
"Japan","2019","1104539.82086726"
"Japan","2018","1141668.881409"
"Japan","2017","1186802.26309009"
"Japan","2016","1202454.57089579"
"Japan","2015","1223168.71725039"
"Japan","2014","1264071.90619174"
"Japan","2013","1315192.02197956"
"Japan","2012","1305883.60330292"
"Japan","2011","1264631.16386068"
"Japan","2010","1214707.53787408"
"Japan","2009","1163057.1927238"
"Japan","2008","1232014.21819838"
"Japan","2007","1302836.78925453"
"Japan","2006","1267118.38794908"
"Japan","2005","1290144.64599861"
"Japan","2004","1282685.85386284"
"Japan","2003","1287292.54277653"
"Japan","2002","1278787.14984103"
"Japan","2001","1249162.12650461"
"Japan","2000","1263754.80022351"
"Japan","1999","1241036.48882833"
"Japan","1998","1204402.53811477"
"Japan","1997","1244251.03866942"
"Japan","1996","1251545.7167084"
"Japan","1995","1239048.06662895"
"Japan","1994","1226702.22499061"
"Japan","1993","1171686.69524432"
"Japan","1992","1178674.76183602"
"Japan","1991","1168897.27554225"
"Japan","1990","1157195.59475873"
"Latvia","2021","7240.49647681672"
"Latvia","2020","6999.91277736615"
"Latvia","2019","7650.64679155874"
"Latvia","2018","7863.00828531488"
"Latvia","2017","7216.30267149435"
"Latvia","2016","7211.63671527774"
"Latvia","2015","7263.4534927407"
"Latvia","2014","7173.20717668946"
"Latvia","2013","7369.65452574749"
"Latvia","2012","7520.5862751425"
"Latvia","2011","7811.91663462442"
"Latvia","2010","8555.26697513235"
"Latvia","2009","7456.83224478214"
"Latvia","2008","8198.93799176367"
"Latvia","2007","8638.65982133857"
"Latvia","2006","8310.87554222178"
"Latvia","2005","7811.70049936681"
"Latvia","2004","7732.1374158804"
"Latvia","2003","7726.97883519789"
"Latvia","2002","7521.35506571888"
"Latvia","2001","7497.43675343276"
"Latvia","2000","7082.57511623573"
"Latvia","1999","7718.81598003441"
"Latvia","1998","8306.99611000214"
"Latvia","1997","8680.90606894927"
"Latvia","1996","9212.67531367803"
"Latvia","1995","9134.97590489271"
"Latvia","1994","10371.2390270897"
"Latvia","1993","11922.7564717637"
"Latvia","1992","14194.6461822899"
"Latvia","1991","17920.6964668989"
"Latvia","1990","19662.7214048168"
"Liechtenstein","2021","145.883912755427"
"Liechtenstein","2020","141.929378094917"
"Liechtenstein","2019","149.021820292411"
"Liechtenstein","2018","142.950402856394"
"Liechtenstein","2017","155.769396512046"
"Liechtenstein","2016","149.838255915867"
"Liechtenstein","2015","159.773794297678"
"Liechtenstein","2014","161.2591698025"
"Liechtenstein","2013","192.544886659596"
"Liechtenstein","2012","185.325447293463"
"Liechtenstein","2011","176.781992710301"
"Liechtenstein","2010","190.830438866761"
"Liechtenstein","2009","205.374673474742"
"Liechtenstein","2008","219.535867069077"
"Liechtenstein","2007","200.793925066695"
"Liechtenstein","2006","231.120799985606"
"Liechtenstein","2005","228.986321744031"
"Liechtenstein","2004","229.390829736888"
"Liechtenstein","2003","229.35451611304"
"Liechtenstein","2002","220.01827325449"
"Liechtenstein","2001","214.671050081607"
"Liechtenstein","2000","216.859998072712"
"Liechtenstein","1999","226.566396560055"
"Liechtenstein","1998","229.23871251075"
"Liechtenstein","1997","218.376491402331"
"Liechtenstein","1996","205.96036739446"
"Liechtenstein","1995","204.2016142182"
"Liechtenstein","1994","201.111090326121"
"Liechtenstein","1993","215.03442023538"
"Liechtenstein","1992","206.950491057098"
"Liechtenstein","1991","206.329151456906"
"Liechtenstein","1990","198.970855799094"
"Lithuania","2021","13829.6745051854"
"Lithuania","2020","13538.6735455394"
"Lithuania","2019","13677.7750879094"
"Lithuania","2018","13434.7460150158"
"Lithuania","2017","13286.1875216231"
"Lithuania","2016","13121.736944121"
"Lithuania","2015","13055.4576022727"
"Lithuania","2014","12854.8969294937"
"Lithuania","2013","13154.2492798883"
"Lithuania","2012","14055.9515485174"
"Lithuania","2011","13960.9512297414"
"Lithuania","2010","13803.1690377782"
"Lithuania","2009","12830.5129498779"
"Lithuania","2008","14918.747534284"
"Lithuania","2007","15475.0528320354"
"Lithuania","2006","14195.7827057713"
"Lithuania","2005","13862.6499478743"
"Lithuania","2004","13254.1689180878"
"Lithuania","2003","12659.430765768"
"Lithuania","2002","12666.0290652584"
"Lithuania","2001","12593.7367044692"
"Lithuania","2000","11843.0346900038"
"Lithuania","1999","13449.5957272832"
"Lithuania","1998","15997.0526200877"
"Lithuania","1997","15162.8463881989"
"Lithuania","1996","15739.9629657274"
"Lithuania","1995","15057.3427812654"
"Lithuania","1994","15767.0422501045"
"Lithuania","1993","16319.7130605194"
"Lithuania","1992","21168.4411297142"
"Lithuania","1991","37820.3768786101"
"Lithuania","1990","35737.6729797811"
"Luxembourg","2021","8429.71345657012"
"Luxembourg","2020","8067.6900859552"
"Luxembourg","2019","9769.62255828995"
"Luxembourg","2018","9573.9050533405"
"Luxembourg","2017","9267.99225437232"
"Luxembourg","2016","9094.19505720989"
"Luxembourg","2015","9350.99622024919"
"Luxembourg","2014","9823.49491792822"
"Luxembourg","2013","10338.725190948"
"Luxembourg","2012","10872.0031547089"
"Luxembourg","2011","11102.3655091147"
"Luxembourg","2010","11197.5910284581"
"Luxembourg","2009","10630.3503708071"
"Luxembourg","2008","11172.4902612587"
"Luxembourg","2007","11306.9028998761"
"Luxembourg","2006","11910.9848946778"
"Luxembourg","2005","12079.5750032899"
"Luxembourg","2004","11821.71696674"
"Luxembourg","2003","10452.5178141534"
"Luxembourg","2002","9980.62650987731"
"Luxembourg","2001","9205.48933935096"
"Luxembourg","2000","8703.61946799226"
"Luxembourg","1999","8117.59131165744"
"Luxembourg","1998","7663.25736073603"
"Luxembourg","1997","8563.89352448019"
"Luxembourg","1996","9207.41055240388"
"Luxembourg","1995","9155.92855536849"
"Luxembourg","1994","11542.8508710559"
"Luxembourg","1993","12351.9077571277"
"Luxembourg","1992","12202.4743718351"
"Luxembourg","1991","12434.9253663478"
